,pair_id,id_1,id_2,text_1,text_2,is_paraphrase
135,139,49,4161,"['журналист', 'пронести', 'в', 'здание', 'польский', 'парламент', 'бомба']","['польский', 'журналист', 'пронести', 'три', 'килограмм', 'взрывчатка', 'в', 'парламент']",0
136,140,137,4248,"['в', 'центр', 'москва', 'убить', 'криминальный', 'авторитет', 'дед', 'хасан']","['в', 'москва', 'убить', 'криминальный', 'авторитет', 'дед', 'хасан']",1
137,141,193,4321,"['мчс', 'эвакуировать', 'из', 'сирия', 'не', 'только', 'россиянин', 'но', 'и', 'иностранец']","['в', 'интернет', 'наслать', 'два', 'миллион', 'сторонник', 'саакашвили']",-1
138,142,138,4249,"['сомалийский', 'боевик', 'решить', 'казнить', 'французский', 'разведчик']","['сомалийский', 'боевик', 'приговорить', 'к', 'смерть', 'захватить', 'французский', 'агент']",1
139,143,48,4162,"['власть', 'италия', 'арестовать', 'водитель', 'снегоход', 'разбиться', 'в', 'альпы']","['в', 'италия', 'арестовать', 'водитель', 'разбиться', 'снегоход', 'с', 'россиянин']",1
140,144,129,4250,"['власть', 'москва', 'согласовать', 'антифашистский', 'шествие']","['антифашистский', 'шествие', 'в', 'москва', 'согласовать', 'окончательно']",1
141,145,63,4163,"['в', 'сша', 'миллионер', 'осудить', 'за', 'попытка', 'продать', 'иран', 'деталь', 'для', 'ракета', 'пво']","['миллионер', 'осудить', 'за', 'попытка', 'продать', 'иран', 'ракетный', 'комплектующие']",0
142,146,71,4164,"['число', 'пострадать', 'при', 'авария', 'паром', 'в', 'нью-йорк', 'вырасти', 'до', '74']","['число', 'пострадать', 'при', 'крушение', 'паром', 'возрасти', 'до', '74', 'человек']",1
143,147,288,4387,"['на', 'саратовский', 'дебошир', 'с', 'борт', 'самолёт', 'москва', 'хургад', 'завести', 'дело']","['по', 'факт', 'дебош', 'в', 'самолёт', 'москва-хургада', 'завести', 'дело']",1
144,148,57,4165,"['``', 'единый', 'россия', ""''"", 'назвать', 'условие', 'возвращение', 'избирательный', 'блок']","['единороса', 'неверов', 'назвать', 'условие', 'возвращение', 'избирательный', 'блок']",0
145,149,62,4166,"['напротив', 'кремль', 'разместить', 'экстремистский', 'баннер']","['напротив', 'кремль', 'вывесить', 'экстремистский', 'баннер']",1
146,150,130,4251,"['минюст', 'россия', 'выплатить', '221', 'млн', 'рубль', 'по', 'решение', 'еспча']","['россия', 'заплатить', '5,5', 'миллион', 'евро', 'по', 'решение', 'еспча']",1
147,151,132,8152,"['осудить', 'за', 'взрыв', 'на', 'манежный', 'площадь', 'отменить', 'приговор']","['верховный', 'суд', 'отменить', 'приговор', 'за', 'взрыв', 'на', 'манежный', 'площадь']",1
148,152,69,4167,"['в', 'вильнюс', 'задержать', 'хулиган', '``', 'заминировать', ""''"", 'московский', 'рейс']","['на', 'наличие', 'взрывчатка', 'проверить', 'ещё', 'два', 'самолёт', 'в', 'москва']",-1
149,153,68,4168,"['в', 'южный', 'судан', 'вновь', 'обстрелять', 'российский', 'вертолёт']","['в', 'южный', 'судан', 'снова', 'обстрелять', 'российский', 'вертолёт']",1
150,154,219,4322,"['у', 'певица', 'шакир', 'и', 'футболист', 'жерар', 'пик', 'родиться', 'сын']","['шакир', 'родить', 'пик', 'сын']",1
151,155,226,4322,"['суд', 'петербург', 'рассмотреть', 'дело', 'о', 'гибель', 'человек', 'при', 'взрыв', 'в', 'ресторан', '``', 'харбин', ""''""]","['шакир', 'родить', 'пик', 'сын']",-1
152,156,60,4169,"['мэрилин', 'мэнсон', 'передумать', 'выступать', 'в', 'россия']","['мэрилин', 'мэнсон', 'отменить', 'тур', 'по', 'россия']",1
153,157,131,4253,"['задержать', 'подозревать', 'в', 'убийство', '5-летний', 'богдан', 'прахов']","['подозревать', 'в', 'убийство', 'пятилетний', 'прахов', 'признаться', 'в', 'преступление']",-1
154,158,67,4170,"['в', 'париж', 'расстрелять', 'три', 'курдский', 'активистка']","['в', 'париж', 'застрелить', 'три', 'курдский', 'активистка']",1
155,159,212,4323,"['сотрудник', 'минобороны', 'скончаться', 'после', 'допрос', 'по', 'дело', '``', 'оборонсервис', ""''""]","['сотрудник', 'минобороны', 'умереть', 'после', 'допрос', 'по', 'дело', 'оборонсервис']",1
156,160,58,4171,"['россия', 'обойти', 'гаити', 'в', 'рейтинг', 'экономический', 'свобода']","['россия', 'подняться', 'на', 'пять', 'место', 'в', 'рейтинг', 'экономический', 'свобода']",0
157,161,285,4389,"['опубликовать', 'список', 'погибнуть', 'в', 'авиакатастрофа', 'под', 'алма-ата']","['в', 'авиакатастрофа', 'под', 'алма-ата', 'погибнуть', '20', 'человек']",0
158,162,290,4389,"['под', 'алма-ата', 'разбиться', 'самолёт', 'погибнуть', '20', 'человек']","['в', 'авиакатастрофа', 'под', 'алма-ата', 'погибнуть', '20', 'человек']",1
159,163,225,4324,"['в', 'петербург', 'проводиться', 'проверка', 'по', 'факт', 'падение', 'наледь', 'на', 'девушка']","['власть', 'петербург', 'пообещать', 'сохранить', '31-й', 'больница']",-1
160,164,70,4172,"['стать', 'известный', 'причина', 'столкновение', 'паром', 'с', 'пирс', 'в', 'нью-йорк']","['причина', 'авария', 'паром', 'в', 'нью-йорк', 'стать', 'технический', 'неисправность']",0
161,165,286,4390,"['в', 'греция', 'скончаться', 'последний', 'член', 'хунта', '``', 'чёрный', 'полковник', ""''""]","['в', 'греция', 'умереть', 'последний', 'чёрный', 'полковник']",1
162,166,291,4391,"['бразильский', 'музыканты-', ""''"", 'пиротехник', ""''"", 'признать', 'вина', 'за', 'пожар', 'в', 'клуб', 'kiss']","['бразильский', 'группа', 'покаяться', 'за', 'пожар', 'в', 'клуб']",0
163,167,218,4325,"['суд', 'не', 'стать', 'снижать', 'срок', 'раскаяться', 'фигурант', '``', 'болотный', 'дело', ""''""]","['мосгорсуд', 'подтвердить', 'приговор', 'максим', 'лузянина', 'по', 'болотный', 'дело']",0
